discipline_title,event_title,event_gender,medal_type,participant_type,participant_title,athlete_url,athlete_full_name,country_name,country_code,country_3_letter_code,game_location,game_name,game_season,game_year
Diving,10m platform women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/ingrid-kramer-engel-gulbin,Ingrid Gulbin-Engel-Krämer,Germany,DE,GER,Japan,Tokyo 1964,Summer,1964
Diving,10m platform women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/galina-alekseeva,Galina Alekseeva,Soviet Union,,URS,Japan,Tokyo 1964,Summer,1964
Equestrian Eventing,individual mixed,Open,GOLD,Athlete,,https://olympics.com/en/athletes/mauro-checcoli,Mauro Checcoli,Italy,IT,ITA,Japan,Tokyo 1964,Summer,1964
Equestrian Eventing,individual mixed,Open,SILVER,Athlete,,https://olympics.com/en/athletes/carlos-alberto-moratorio,Carlos Alberto Moratorio,Argentina,AR,ARG,Japan,Tokyo 1964,Summer,1964
Equestrian Eventing,individual mixed,Open,BRONZE,Athlete,,https://olympics.com/en/athletes/fritz-ligges,Fritz Ligges,Germany,DE,GER,Japan,Tokyo 1964,Summer,1964
Swimming,400m freestyle men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/donald-arthur-schollander,Donald Arthur Schollander,USA,US,USA,Japan,Tokyo 1964,Summer,1964
Swimming,400m freestyle men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/frank-wiegand,Frank Wiegand,Germany,DE,GER,Japan,Tokyo 1964,Summer,1964
Swimming,400m freestyle men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/allan-wood,Allan Wood,Australia,AU,AUS,Japan,Tokyo 1964,Summer,1964
Swimming,100m butterfly women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/sharon-marie-stouder,Sharon Marie Stouder,USA,US,USA,Japan,Tokyo 1964,Summer,1964
Swimming,100m butterfly women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/aagje-ada-kok,Aagje Ada Kok,Netherlands,NL,NED,Japan,Tokyo 1964,Summer,1964
Swimming,100m butterfly women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/kathy-ellis,Kathy Ellis,USA,US,USA,Japan,Tokyo 1964,Summer,1964
Swimming,100m freestyle women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/dawn-fraser,Dawn Fraser,Australia,AU,AUS,Japan,Tokyo 1964,Summer,1964
Swimming,100m freestyle women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/sharon-marie-stouder,Sharon Marie Stouder,USA,US,USA,Japan,Tokyo 1964,Summer,1964
Swimming,100m freestyle women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/kathy-ellis,Kathy Ellis,USA,US,USA,Japan,Tokyo 1964,Summer,1964
Swimming,100m backstroke women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/cathy-ferguson,Cathy Ferguson,USA,US,USA,Japan,Tokyo 1964,Summer,1964
Swimming,100m backstroke women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/christine-kiki-caron,Christine (Kiki) Caron,France,FR,FRA,Japan,Tokyo 1964,Summer,1964
Swimming,100m backstroke women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/virginia-ruth-duenkel,Virginia Ruth Duenkel,USA,US,USA,Japan,Tokyo 1964,Summer,1964
Swimming,400m individual medley men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/richard-william-roth,Richard William Roth,USA,US,USA,Japan,Tokyo 1964,Summer,1964
Swimming,400m individual medley men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/roy-allen-saari,Roy Allen Saari,USA,US,USA,Japan,Tokyo 1964,Summer,1964
Swimming,400m individual medley men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/gerhard-hetz,Gerhard Hetz,Germany,DE,GER,Japan,Tokyo 1964,Summer,1964
Swimming,200m butterfly men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/kevin-john-berry,Kevin John Berry,Australia,AU,AUS,Japan,Tokyo 1964,Summer,1964
Swimming,200m butterfly men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/carl-joseph-iii-robie,Carl Joseph Iii Robie,USA,US,USA,Japan,Tokyo 1964,Summer,1964
Swimming,200m butterfly men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/frederick-weber-schmidt,Frederick Weber Schmidt,USA,US,USA,Japan,Tokyo 1964,Summer,1964
Swimming,1500m freestyle men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/robert-george-windle,Robert George Windle,Australia,AU,AUS,Japan,Tokyo 1964,Summer,1964
Swimming,1500m freestyle men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/john-mauer-nelson,John Mauer Nelson,USA,US,USA,Japan,Tokyo 1964,Summer,1964
Swimming,1500m freestyle men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/allan-wood,Allan Wood,Australia,AU,AUS,Japan,Tokyo 1964,Summer,1964
Swimming,200m breaststroke women,Women,GOLD,Athlete,,,Halyna Prozumenshchykova-Stepanova,Soviet Union,,URS,Japan,Tokyo 1964,Summer,1964
Swimming,200m breaststroke women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/claudia-anne-kolb,Claudia Anne Kolb,USA,US,USA,Japan,Tokyo 1964,Summer,1964
Swimming,200m breaststroke women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/svetlana-babanina,Svetlana Babanina,Soviet Union,,URS,Japan,Tokyo 1964,Summer,1964
Swimming,100m freestyle men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/donald-arthur-schollander,Donald Arthur Schollander,USA,US,USA,Japan,Tokyo 1964,Summer,1964
Swimming,100m freestyle men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/robert-bilsland-mcgregor,Robert Bilsland Mcgregor,Great Britain,GB,GBR,Japan,Tokyo 1964,Summer,1964
Swimming,100m freestyle men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/hans-joachim-klein,Hans-Joachim Klein,Germany,DE,GER,Japan,Tokyo 1964,Summer,1964
Swimming,400m freestyle women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/virginia-ruth-duenkel,Virginia Ruth Duenkel,USA,US,USA,Japan,Tokyo 1964,Summer,1964
Swimming,400m freestyle women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/marilyn-ramenofsky,Marilyn Ramenofsky,USA,US,USA,Japan,Tokyo 1964,Summer,1964
Swimming,400m freestyle women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/therese-lee-stickles,Therese Lee Stickles,USA,US,USA,Japan,Tokyo 1964,Summer,1964
Swimming,200m breaststroke men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/lawrence-ian-o-brien,Lawrence Ian O'Brien,Australia,AU,AUS,Japan,Tokyo 1964,Summer,1964
Swimming,200m breaststroke men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/georgi-prokopenko,Georgi Prokopenko,Soviet Union,,URS,Japan,Tokyo 1964,Summer,1964
Swimming,200m breaststroke men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/chester-andrew-jastremski,Chester Andrew Jastremski,USA,US,USA,Japan,Tokyo 1964,Summer,1964
Swimming,200m backstroke men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/jedward-richard-graef,Jedward Richard Graef,USA,US,USA,Japan,Tokyo 1964,Summer,1964
Swimming,200m backstroke men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/gary-j-dilley,Gary J. Dilley,USA,US,USA,Japan,Tokyo 1964,Summer,1964
Swimming,200m backstroke men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/robert-earl-bennett,Robert Earl Bennett,USA,US,USA,Japan,Tokyo 1964,Summer,1964
Swimming,400m individual medley women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/donna-elizabeth-de-varona,Donna Elizabeth De Varona,USA,US,USA,Japan,Tokyo 1964,Summer,1964
Swimming,400m individual medley women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/sharon-evans-finneran,Sharon Evans Finneran,USA,US,USA,Japan,Tokyo 1964,Summer,1964
Swimming,400m individual medley women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/martha-irene-randall,Martha Irene Randall,USA,US,USA,Japan,Tokyo 1964,Summer,1964
Fencing,foil individual women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/ildiko-rejto-ujlaki,Ildiko Rejto-Ujlaki,Hungary,HU,HUN,Japan,Tokyo 1964,Summer,1964
Fencing,foil individual women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/helga-margot-mees-volz,Helga Margot Mees-Volz,Germany,DE,GER,Japan,Tokyo 1964,Summer,1964
Fencing,foil individual women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/antonella-ragno-lonzi,Antonella Ragno-Lonzi,Italy,IT,ITA,Japan,Tokyo 1964,Summer,1964
Fencing,épée individual men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/grigory-kriss,Grigory Kriss,Soviet Union,,URS,Japan,Tokyo 1964,Summer,1964
Fencing,épée individual men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/henry-william-furse-hoskyns,Henry William Furse Hoskyns,Great Britain,GB,GBR,Japan,Tokyo 1964,Summer,1964
Fencing,épée individual men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/guram-kostava,Guram Kostava,Soviet Union,,URS,Japan,Tokyo 1964,Summer,1964
Fencing,foil individual men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/egon-franke,Egon Franke,Poland,PL,POL,Japan,Tokyo 1964,Summer,1964
Fencing,foil individual men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/jean-claude-magnan,Jean-Claude Magnan,France,FR,FRA,Japan,Tokyo 1964,Summer,1964
Fencing,foil individual men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/daniel-revenu,Daniel Revenu,France,FR,FRA,Japan,Tokyo 1964,Summer,1964
Fencing,sabre individual men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/tibor-pezsa,Tibor Pezsa,Hungary,HU,HUN,Japan,Tokyo 1964,Summer,1964
Fencing,sabre individual men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/claude-arabo,Claude Arabo,France,FR,FRA,Japan,Tokyo 1964,Summer,1964
Fencing,sabre individual men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/umar-mavlikhanov,Umar Mavlikhanov,Soviet Union,,URS,Japan,Tokyo 1964,Summer,1964
Weightlifting,67.5-75kg middleweight men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/hans-zdrazila,Hans Zdrazila,Czechoslovakia,CSHH,TCH,Japan,Tokyo 1964,Summer,1964
Weightlifting,67.5-75kg middleweight men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/viktor-kurentsov,Viktor Kurentsov,Soviet Union,,URS,Japan,Tokyo 1964,Summer,1964
Weightlifting,67.5-75kg middleweight men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/masashi-ohuchi,Masashi Ohuchi,Japan,JP,JPN,Japan,Tokyo 1964,Summer,1964
Weightlifting,60-67.5kg lightweight men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/waldemar-baszanowski,Waldemar Baszanowski,Poland,PL,POL,Japan,Tokyo 1964,Summer,1964
Weightlifting,60-67.5kg lightweight men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/vladimir-kaplunov,Vladimir Kaplunov,Soviet Union,,URS,Japan,Tokyo 1964,Summer,1964
Weightlifting,60-67.5kg lightweight men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/marian-zielinski,Marian Zielinski,Poland,PL,POL,Japan,Tokyo 1964,Summer,1964
Weightlifting,56kg bantamweight men,Men,GOLD,Athlete,,,Aleksey Vakhonin,Soviet Union,,URS,Japan,Tokyo 1964,Summer,1964
Weightlifting,56kg bantamweight men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/imre-foldi,Imre Földi,Hungary,HU,HUN,Japan,Tokyo 1964,Summer,1964
Weightlifting,56kg bantamweight men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/shiro-ishinoseki,Shiro Ishinoseki,Japan,JP,JPN,Japan,Tokyo 1964,Summer,1964
Weightlifting,90kg heavyweight men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/leonid-zhabotinsky,Leonid Zhabotinsky,Soviet Union,,URS,Japan,Tokyo 1964,Summer,1964
Weightlifting,90kg heavyweight men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/yuri-vlasov,Yuri Vlasov,Soviet Union,,URS,Japan,Tokyo 1964,Summer,1964
Weightlifting,90kg heavyweight men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/norbert-schemansky,Norbert Schemansky,USA,US,USA,Japan,Tokyo 1964,Summer,1964
Weightlifting,56 - 60kg (featherweight) men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/yoshinobu-miyake,Yoshinobu Miyake,Japan,JP,JPN,Japan,Tokyo 1964,Summer,1964
Weightlifting,56 - 60kg (featherweight) men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/isaac-berger,Isaac Berger,USA,US,USA,Japan,Tokyo 1964,Summer,1964
Weightlifting,56 - 60kg (featherweight) men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/mieczyslaw-nowak,Mieczyslaw Nowak,Poland,PL,POL,Japan,Tokyo 1964,Summer,1964
Weightlifting,825  90kg total middleheavyweight men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/vladimir-golovanov,Vladimir Golovanov,Soviet Union,,URS,Japan,Tokyo 1964,Summer,1964
Weightlifting,825  90kg total middleheavyweight men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/louis-george-martin,Louis George Martin,Great Britain,GB,GBR,Japan,Tokyo 1964,Summer,1964
Weightlifting,825  90kg total middleheavyweight men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/ireneusz-palinski,Ireneusz Palinski,Poland,PL,POL,Japan,Tokyo 1964,Summer,1964
Weightlifting,75-82.5kg total lightheavyweight men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/rudolf-plyukfelder,Rudolf Plyukfelder,Soviet Union,,URS,Japan,Tokyo 1964,Summer,1964
Weightlifting,75-82.5kg total lightheavyweight men,Men,SILVER,Athlete,,,Géza Tóth,Hungary,HU,HUN,Japan,Tokyo 1964,Summer,1964
Weightlifting,75-82.5kg total lightheavyweight men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/gyozo-veres,Gyözö Veres,Hungary,HU,HUN,Japan,Tokyo 1964,Summer,1964
Gymnastics Artistic,balance beam women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/vera-caslavska,Vera Caslavska,Czechoslovakia,CSHH,TCH,Japan,Tokyo 1964,Summer,1964
Gymnastics Artistic,balance beam women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/tamara-manina,Tamara Manina,Soviet Union,,URS,Japan,Tokyo 1964,Summer,1964
Gymnastics Artistic,balance beam women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/larisa-latynina,Larisa Latynina,Soviet Union,,URS,Japan,Tokyo 1964,Summer,1964
Gymnastics Artistic,horizontal bar men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/boris-shakhlin,Boris Shakhlin,Soviet Union,,URS,Japan,Tokyo 1964,Summer,1964
Gymnastics Artistic,horizontal bar men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/yuri-titov,Yuri Titov,Soviet Union,,URS,Japan,Tokyo 1964,Summer,1964
Gymnastics Artistic,horizontal bar men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/miroslav-cerar,Miroslav Cerar,Yugoslavia,YUCS,YUG,Japan,Tokyo 1964,Summer,1964
Gymnastics Artistic,vault women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/vera-caslavska,Vera Caslavska,Czechoslovakia,CSHH,TCH,Japan,Tokyo 1964,Summer,1964
Gymnastics Artistic,vault women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/larisa-latynina,Larisa Latynina,Soviet Union,,URS,Japan,Tokyo 1964,Summer,1964
Gymnastics Artistic,vault women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/birgit-radochla,Birgit Radochla,Germany,DE,GER,Japan,Tokyo 1964,Summer,1964
Gymnastics Artistic,individual all-round men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/yukio-endo,Yukio Endo,Japan,JP,JPN,Japan,Tokyo 1964,Summer,1964
Gymnastics Artistic,individual all-round men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/shuji-tsurumi,Shuji Tsurumi,Japan,JP,JPN,Japan,Tokyo 1964,Summer,1964
Gymnastics Artistic,individual all-round men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/viktor-lisitsky,Viktor Lisitsky,Soviet Union,,URS,Japan,Tokyo 1964,Summer,1964
Gymnastics Artistic,individual all-round men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/boris-shakhlin,Boris Shakhlin,Soviet Union,,URS,Japan,Tokyo 1964,Summer,1964
Gymnastics Artistic,pommel horse men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/miroslav-cerar,Miroslav Cerar,Yugoslavia,YUCS,YUG,Japan,Tokyo 1964,Summer,1964
Gymnastics Artistic,pommel horse men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/shuji-tsurumi,Shuji Tsurumi,Japan,JP,JPN,Japan,Tokyo 1964,Summer,1964
Gymnastics Artistic,pommel horse men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/yuri-tsapenko,Yuri Tsapenko,Soviet Union,,URS,Japan,Tokyo 1964,Summer,1964
Gymnastics Artistic,individual all-round women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/vera-caslavska,Vera Caslavska,Czechoslovakia,CSHH,TCH,Japan,Tokyo 1964,Summer,1964
Gymnastics Artistic,individual all-round women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/larisa-latynina,Larisa Latynina,Soviet Union,,URS,Japan,Tokyo 1964,Summer,1964
Gymnastics Artistic,individual all-round women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/polina-astakhova,Polina Astakhova,Soviet Union,,URS,Japan,Tokyo 1964,Summer,1964
Gymnastics Artistic,parallel bars men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/yukio-endo,Yukio Endo,Japan,JP,JPN,Japan,Tokyo 1964,Summer,1964
Gymnastics Artistic,parallel bars men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/shuji-tsurumi,Shuji Tsurumi,Japan,JP,JPN,Japan,Tokyo 1964,Summer,1964
Gymnastics Artistic,parallel bars men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/franco-menichelli,Franco Menichelli,Italy,IT,ITA,Japan,Tokyo 1964,Summer,1964
Gymnastics Artistic,floor exercises men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/franco-menichelli,Franco Menichelli,Italy,IT,ITA,Japan,Tokyo 1964,Summer,1964
Gymnastics Artistic,floor exercises men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/viktor-lisitsky,Viktor Lisitsky,Soviet Union,,URS,Japan,Tokyo 1964,Summer,1964
Gymnastics Artistic,floor exercises men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/yukio-endo,Yukio Endo,Japan,JP,JPN,Japan,Tokyo 1964,Summer,1964
Gymnastics Artistic,uneven bars women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/polina-astakhova,Polina Astakhova,Soviet Union,,URS,Japan,Tokyo 1964,Summer,1964
Gymnastics Artistic,uneven bars women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/katalin-makray-schmitt,Katalin Makray-Schmitt,Hungary,HU,HUN,Japan,Tokyo 1964,Summer,1964
Gymnastics Artistic,uneven bars women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/larisa-latynina,Larisa Latynina,Soviet Union,,URS,Japan,Tokyo 1964,Summer,1964
Gymnastics Artistic,rings men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/takuji-hayata,Takuji Hayata,Japan,JP,JPN,Japan,Tokyo 1964,Summer,1964
Gymnastics Artistic,rings men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/franco-menichelli,Franco Menichelli,Italy,IT,ITA,Japan,Tokyo 1964,Summer,1964
Gymnastics Artistic,rings men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/boris-shakhlin,Boris Shakhlin,Soviet Union,,URS,Japan,Tokyo 1964,Summer,1964
Gymnastics Artistic,vault men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/haruhiro-yamashita,Haruhiro Yamashita,Japan,JP,JPN,Japan,Tokyo 1964,Summer,1964
Gymnastics Artistic,vault men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/viktor-lisitsky,Viktor Lisitsky,Soviet Union,,URS,Japan,Tokyo 1964,Summer,1964
Gymnastics Artistic,vault men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/hannu-juhani-rantakari,Hannu Juhani Rantakari,Finland,FI,FIN,Japan,Tokyo 1964,Summer,1964
Gymnastics Artistic,floor exercises women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/larisa-latynina,Larisa Latynina,Soviet Union,,URS,Japan,Tokyo 1964,Summer,1964
Gymnastics Artistic,floor exercises women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/polina-astakhova,Polina Astakhova,Soviet Union,,URS,Japan,Tokyo 1964,Summer,1964
Gymnastics Artistic,floor exercises women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/aniko-ducza,Aniko Ducza,Hungary,HU,HUN,Japan,Tokyo 1964,Summer,1964
Athletics,20km walk men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/kenneth-joseph-matthews,Kenneth Joseph Matthews,Great Britain,GB,GBR,Japan,Tokyo 1964,Summer,1964
Athletics,20km walk men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/dieter-lindner,Dieter Lindner,Germany,DE,GER,Japan,Tokyo 1964,Summer,1964
Athletics,20km walk men,Men,BRONZE,Athlete,,,Volodymyr Holubnychiy,Soviet Union,,URS,Japan,Tokyo 1964,Summer,1964
Athletics,110m hurdles men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/hayes-jones,Hayes Jones,USA,US,USA,Japan,Tokyo 1964,Summer,1964
Athletics,110m hurdles men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/harold-blaine-lindgren,Harold Blaine Lindgren,USA,US,USA,Japan,Tokyo 1964,Summer,1964
Athletics,110m hurdles men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/anatoly-mikhaylov,Anatoly Mikhaylov,Soviet Union,,URS,Japan,Tokyo 1964,Summer,1964
Athletics,50km walk men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/abdon-pamich,Abdon Pamich,Italy,IT,ITA,Japan,Tokyo 1964,Summer,1964
Athletics,50km walk men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/paul-vincent-nihill,Paul Vincent Nihill,Great Britain,GB,GBR,Japan,Tokyo 1964,Summer,1964
Athletics,50km walk men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/ingvar-pettersson,Ingvar Pettersson,Sweden,SE,SWE,Japan,Tokyo 1964,Summer,1964
Athletics,decathlon men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/willi-holdorf,Willi Holdorf,Germany,DE,GER,Japan,Tokyo 1964,Summer,1964
Athletics,decathlon men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/rein-aun,Rein Aun,Soviet Union,,URS,Japan,Tokyo 1964,Summer,1964
Athletics,decathlon men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/hans-joachim-walde,Hans Joachim Walde,Germany,DE,GER,Japan,Tokyo 1964,Summer,1964
Athletics,long jump women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/mary-denise-bignal-rand,Mary Denise Bignal-Rand,Great Britain,GB,GBR,Japan,Tokyo 1964,Summer,1964
Athletics,long jump women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/irena-szewinska,Irena Szewińska,Poland,PL,POL,Japan,Tokyo 1964,Summer,1964
Athletics,long jump women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/tatyana-shchelkanova,Tatyana Shchelkanova,Soviet Union,,URS,Japan,Tokyo 1964,Summer,1964
Athletics,high jump women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/iolanda-balas,Iolanda Balas,Romania,RO,ROU,Japan,Tokyo 1964,Summer,1964
Athletics,high jump women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/michelle-mary-mason-brown,Michelle Mary Mason-Brown,Australia,AU,AUS,Japan,Tokyo 1964,Summer,1964
Athletics,high jump women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/taisiya-chenchik,Taisiya Chenchik,Soviet Union,,URS,Japan,Tokyo 1964,Summer,1964
Athletics,400m hurdles men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/warren-rex-jay-cawley,Warren (Rex) Jay Cawley,USA,US,USA,Japan,Tokyo 1964,Summer,1964
Athletics,400m hurdles men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/john-hugh-cooper,John Hugh Cooper,Great Britain,GB,GBR,Japan,Tokyo 1964,Summer,1964
Athletics,400m hurdles men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/salvatore-morale,Salvatore Morale,Italy,IT,ITA,Japan,Tokyo 1964,Summer,1964
Athletics,800m women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/ann-elizabeth-packer,Ann Elizabeth Packer,Great Britain,GB,GBR,Japan,Tokyo 1964,Summer,1964
Athletics,800m women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/maryvonne-dupureur,Maryvonne Dupureur,France,FR,FRA,Japan,Tokyo 1964,Summer,1964
Athletics,800m women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/ann-marise-chamberlain,Ann Marise Chamberlain,New Zealand,NZ,NZL,Japan,Tokyo 1964,Summer,1964
Athletics,hammer throw men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/romuald-klim,Romuald Klim,Soviet Union,,URS,Japan,Tokyo 1964,Summer,1964
Athletics,hammer throw men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/gyula-zsivotzky,Gyula Zsivotzky,Hungary,HU,HUN,Japan,Tokyo 1964,Summer,1964
Athletics,hammer throw men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/uwe-beyer,Uwe Beyer,Germany,DE,GER,Japan,Tokyo 1964,Summer,1964
Athletics,marathon men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/abebe-bikila,Abebe Bikila,Ethiopia,ET,ETH,Japan,Tokyo 1964,Summer,1964
Athletics,marathon men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/benjamin-basil-heatley,Benjamin Basil Heatley,Great Britain,GB,GBR,Japan,Tokyo 1964,Summer,1964
Athletics,marathon men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/kokichi-tsuburaya,Kokichi Tsuburaya,Japan,JP,JPN,Japan,Tokyo 1964,Summer,1964
Athletics,pentathlon women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/iryna-press,Iryna Press,Soviet Union,,URS,Japan,Tokyo 1964,Summer,1964
Athletics,pentathlon women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/mary-denise-bignal-rand,Mary Denise Bignal-Rand,Great Britain,GB,GBR,Japan,Tokyo 1964,Summer,1964
Athletics,pentathlon women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/galina-bystrova,Galina Bystrova,Soviet Union,,URS,Japan,Tokyo 1964,Summer,1964
Athletics,400m men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/mike-larrabee,Mike Larrabee,USA,US,USA,Japan,Tokyo 1964,Summer,1964
